"Site","Watershed","Record.Type","ISCO_number","Date","Year","Month","Day","Hour","Season","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","NO3_ueq_L","SO4_ueq_L","NH4_ueq_L","total_N_ppm","DOC_mg_L","DIC_mg_L","Al_ppb","Al_org_ppb","Cl_ueq_L","Si_mg_L","total_P_ppb","H_ueq_L","ANC_ueq_L","HCO3_ueq_L","pH_closed_cell","pH_air_eqll","pH_initial","pH_uneqll_older_samples","sp_conductance_us_cm","SUVA"
"WB3","WB","ISCO",2,1999-12-07,1999,12,7,16,"WINTER",92,33,9.7,85,39,178,1.4,,2.2,,722,,91,2,,18.6,-10.4,,,4.73,4.47,,44.5,
"WB3","WB","ISCO",5,1999-12-07,1999,12,7,22,"WINTER",89,31,12.5,80,41,184,1.4,,2.7,,841,,88,2,,20.9,-12.4,,,4.68,4.42,,45.6,
"EB8","EB","ISCO",7,1999-12-08,1999,12,8,2,"WINTER",51,21,5.1,78,0.6,79,1.4,,3,,232,,83,1.5,,7.59,-2.4,,,5.12,4.9,,24.1,
"WB3","WB","ISCO",10,1999-12-08,1999,12,8,8,"WINTER",93,30,10.5,81,41,188,1.4,,2.2,,824,,91,2,,20,-10.8,,,4.7,4.45,,45.7,
"WB3","WB","ISCO",14,1999-12-08,1999,12,8,16,"WINTER",93,33,9.2,89,40,185,1.4,,2,,773,,91,2,,18.6,-10.1,,,4.73,4.46,,45,
"WB3","WB","REG",,1999-12-09,1999,12,9,10,"WINTER",94,35,8.9,93,39,181,1.4,0.7,2,0.5,731,199,82,2.1,3.3,17.8,-8,,,4.75,4.49,,44.3,
"EB8","EB","REG",,1999-12-09,1999,12,9,11,"WINTER",56,21,4.9,94,0.5,83,1.4,0.09,2.2,0.5,180,76.1,92,1.6,0.1,6.31,-1.1,,,5.2,4.98,,25.3,
"EB8","EB","REP",,1999-12-09,1999,12,9,11,"WINTER",56,21,5.4,82,0.5,83,1.4,0.1,2.2,0.5,179,76.9,92,1.7,0,6.31,-0.5,,,5.2,4.96,,25.3,
"EB8","EB","ISCO",3,1999-12-10,1999,12,10,16,"WINTER",57,22,3.8,88,0.5,85,1.4,,2.7,,170,,92,1.7,,5.25,-2.6,,,5.28,4.91,,25.3,
"WB3","WB","ISCO",2,1999-12-10,1999,12,10,16,"WINTER",96,35,8.2,91,38,179,1.4,,2,,641,,91,2.2,,18.2,,,,4.74,,,44.9,
"EB8","EB","ISCO",11,1999-12-12,1999,12,12,16,"WINTER",53,21,4.3,81,0.4,82,1.4,,2.6,,189,,88,1.6,,6.17,-1.5,,,5.21,4.84,,25.3,
"WB3","WB","ISCO",4,1999-12-12,1999,12,12,16,"WINTER",92,33,8.2,90,37,181,1.4,,2,,709,,92,2.1,,18.2,,,,4.74,,,44.7,
"EB8","EB","REG",,1999-12-14,1999,12,14,11,"WINTER",54,21,4.6,80,0.5,83,1.4,0.14,2,0.5,180,81.3,90,1.7,,7.08,-0.9,1.72,5,5.15,4.97,,25.1,
"WB3","WB","REG",,1999-12-14,1999,12,14,11,"WINTER",92,34,7.9,92,37,183,1.4,0.62,1.9,0.6,726,202,96,2.2,0,18.6,-12.4,0.67,4.5,4.73,4.34,,44.1,
"WB3","WB","REP",,1999-12-14,1999,12,14,11,"WINTER",92,33,7.7,92,37,183,1.4,0.63,1.9,0.6,721,198,96,2.2,0,17.8,-13,,,4.75,4.34,4.6,44.3,
"EB8","EB","ISCO",4,1999-12-17,1999,12,17,16,"WINTER",56,21,3.3,84,0.4,84,1.4,,2.4,,191,,90,1.6,,7.41,-2.6,,,5.13,4.99,,24.9,
"EB8","EB","ISCO",6,1999-12-19,1999,12,19,16,"WINTER",58,22,3.3,85,0.4,85,1.4,,2.2,,175,,91,1.7,,7.08,-3.8,,,5.15,4.93,,25.1,
"WB3","WB","REG",,1999-12-21,1999,12,21,11,"WINTER",99,35,9.5,99,44,184,1.4,0.72,1.9,0.6,695,,95,2.1,0,17,-9.9,1.32,4.8,4.77,4.41,,45.5,
"EB8","EB","REG",,1999-12-21,1999,12,21,12,"WINTER",57,22,3.8,85,0.5,84,1.4,0.13,2,0.6,179,,91,1.6,0.5,7.24,-3,3.95,5.3,5.14,4.9,,25.3,
"EB8","EB","REP",,1999-12-21,1999,12,21,12,"WINTER",57,22,3.8,85,0.5,84,1.4,0.13,2,0.6,176,,90,1.6,0,7.24,-2.1,,,5.14,4.91,5.3,25.1,
"EB8","EB","ISCO",14,2000-01-03,2000,1,3,16,"WINTER",62,24,4.1,85,3.1,88,1.4,,2.1,,130,,92,1.8,,2.75,0.6,,,5.56,,,24,
"WB3","WB","ISCO",17,2000-01-03,2000,1,3,16,"WINTER",96,37,6.9,99,38.6,162,3.32,,1.6,,370,,89,2.5,,12,0,,,4.92,,,38.4,
"EB8","EB","ISCO",15,2000-01-04,2000,1,4,16,"WINTER",63,25,3.3,87,2.3,89,1.4,,2,,130,,97,1.6,,2.75,0.6,,,5.56,,,23.7,
"WB3","WB","ISCO",18,2000-01-04,2000,1,4,16,"WINTER",94,36,7.7,91,38.2,158,1.4,,1.5,,360,,88,2.4,,12,0,,,4.92,,,37.9,
"EB8","EB","REG",,2000-01-05,2000,1,5,12,"WINTER",54,22,4.1,78,4.1,84,3.32,0.2,2.4,0.7,220,100,86,1.4,3.5,6.46,-3.6,3.56,5.18,5.19,4.79,,24,
"WB3","WB","REG",,2000-01-05,2000,1,5,12,"WINTER",92,35,8.7,90,52.5,191,1.4,0.8,2.4,0.5,930,260,100,1.8,2.9,17.8,-13.2,0.75,4.63,4.75,4.32,,46.1,
"WB3","WB","REP",,2000-01-05,2000,1,5,12,"WINTER",92,34,8.9,89,52.5,192,1.4,0.8,2.3,0.5,920,260,99,1.9,2.2,17.4,-13.6,,,4.76,4.4,4.72,46.1,
"WB3","WB","ISCO",18,2000-01-07,2000,1,7,8,"WINTER",90,33,7.9,90,50.7,181,1.4,,2.1,,790,,92,2.1,,14.8,-13.2,,,4.83,,,43.6,
"EB8","EB","ISCO",24,2000-01-07,2000,1,7,16,"WINTER",57,22,3.8,81,1.6,86,1.4,,2.6,,170,,89,1.7,,4.07,-2.3,,,5.39,,,24.2,
"WB3","WB","ISCO",16,2000-01-07,2000,1,7,16,"WINTER",96,36,7.2,91,47,172,1.4,,2.2,,580,,90,2.5,,12.3,-11.3,,,4.91,,,41.3,
"WB3","WB","ISCO",17,2000-01-07,2000,1,7,24,"WINTER",90,34,8.2,85,42.8,158,1.4,,2.1,,530,,83,2.2,,12.3,-12.6,,,4.91,,,38.2,
"WB3","WB","ISCO",16,2000-01-10,2000,1,10,16,"WINTER",96,36,7.2,91,47,172,1.4,,2.2,,580,,90,2.5,,12.3,-11.3,,,4.91,,,41.3,
"WB3","WB","ISCO",18,2000-01-11,2000,1,11,8,"WINTER",90,33,7.9,90,50.7,181,1.4,,2.1,,790,,92,2.1,,14.8,-13.2,,,4.83,,,43.6,
"WB3","WB","REG",,2000-01-11,2000,1,11,10,"WINTER",90,33,7.7,90,50.9,182,1.4,0.9,2,0.6,800,190,92,2.1,0,15.5,-8.2,1.13,4.73,4.81,4.43,,44.1,
"EB8","EB","REG",,2000-01-11,2000,1,11,11,"WINTER",54,21,4.1,79,3,84,1.4,0.13,1.8,0.6,190,79,84,1.6,0.2,5.62,-1.9,4.12,5.32,5.25,4.85,,23.7,
"EB8","EB","REP",,2000-01-11,2000,1,11,11,"WINTER",54,21,4.1,78,3,84,1.4,0.14,1.8,0.6,190,79,84,1.5,0.1,5.25,-1.9,,,5.28,4.85,5.27,23.5,
"WB3","WB","ISCO",17,2000-01-11,2000,1,11,24,"WINTER",90,34,8.2,85,42.8,158,1.4,,2.1,,530,,83,2.2,,12.3,-12.6,,,4.91,,,38.2,
"EB8","EB","ISCO",4,2000-01-14,2000,1,14,16,"WINTER",58,23,3.1,94,0.9,89,1.4,,2,,146,,90,1.8,,6.61,-1.5,,,5.18,,,24.4,
"WB3","WB","ISCO",9,2000-01-14,2000,1,14,16,"WINTER",97,38,6.9,106,51.2,183,1.4,,1.6,,632,,94,2.2,,21.9,-10.5,,,4.66,,,42.7,
"EB8","EB","ISCO",11,2000-01-21,2000,1,21,16,"WINTER",56,22,3.1,92,0.8,87,1.4,,2.1,,158,,87,1.7,,6.61,-2.9,,,5.18,,,23.2,
"WB3","WB","ISCO",24,2000-01-21,2000,1,21,16,"WINTER",99,39,6.4,104,46.8,171,1.4,,1.5,,448,,85,2.7,,17.8,-9.9,,,4.75,,,39.4,
"WB3","WB","REG",,2000-01-25,2000,1,25,10,"WINTER",98,39,6.4,105,44.8,166,1.4,0.68,1.6,0.8,372,151,85,2.7,0,17.8,-8,1.97,4.85,4.75,4.5,,38.6,
"WB3","WB","REP",,2000-01-25,2000,1,25,10,"WINTER",99,39,6.4,104,44.8,166,1.4,0.67,1.5,0.8,372,,84,2.6,0,17.8,-8.6,,,4.75,4.52,4.88,38.5,
"EB8","EB","REG",,2000-01-25,2000,1,25,11,"WINTER",63,26,3.6,100,1,93,1.4,0.12,1.8,0.8,118,61,92,2,0,3.55,5.6,5.85,5.35,5.45,5.12,,24.8,
"EB8","EB","ISCO",4,2000-01-28,2000,1,28,16,"WINTER",67,27,4.3,91,1.8,90,1.4,,1.9,,130,,114,1.8,,4.17,0.3,,,5.38,,,26.3,
"WB3","WB","ISCO",10,2000-01-28,2000,1,28,16,"WINTER",100,40,7.2,96,46,161,1.4,,1.4,,420,,105,2.5,,16.2,-7,,,4.79,,,39.9,
"EB8","EB","ISCO",6,2000-01-30,2000,1,30,16,"WINTER",66,27,3.8,90,1.1,91,1.4,,2.2,,130,,109,1.8,,3.55,2.9,,,5.45,,,26.3,
"WB3","WB","ISCO",16,2000-01-30,2000,1,30,16,"WINTER",102,40,6.9,95,45.1,161,1.4,,1.3,,400,,100,2.6,,14.8,-7.4,,,4.83,,,39.1,
"EB8","EB","REG",,2000-02-01,2000,2,1,11,"WINTER",68,27,3.8,90,1.5,91,1.4,0.14,1.5,0.7,120,70,110,1.8,0.6,3.8,0.9,5.45,5.38,5.42,5.04,,26.4,
"EB8","EB","REP",,2000-02-01,2000,2,1,11,"WINTER",67,27,3.8,91,1.4,90,1.4,0.13,1.4,0.7,120,,110,1.9,1.7,3.55,1.8,,,5.45,5.05,5.46,26.3,
"WB3","WB","REG",,2000-02-01,2000,2,1,11,"WINTER",104,41,6.9,96,45.6,161,1.4,0.68,1.4,0.7,390,120,101,2.5,0.4,16.2,-7.6,1.8,4.87,4.79,4.54,,40,
"EB8","EB","ISCO",6,2000-02-01,2000,2,1,16,"WINTER",66,27,3.8,90,1.1,91,1.4,,2.2,,130,,109,1.8,,3.55,2.9,,,5.45,,,26.3,
"EB8","EB","ISCO",4,2000-02-04,2000,2,4,16,"WINTER",81,33,4.6,98,18,97,1.4,,1.7,,120,,120,1.8,,3.8,1.7,,,5.42,,,27,
"WB3","WB","ISCO",10,2000-02-04,2000,2,4,16,"WINTER",103,40,6.6,106,44.1,158,1.4,,1.6,,370,,96,2.5,,15.5,-7.7,,,4.81,,,39,
"WB3","WB","ISCO",24,2000-02-04,2000,2,4,16,"WINTER",102,39,6.6,104,42.6,156,1.4,,1.6,,330,,94,2.7,,14.1,-6.1,,,4.85,,,38,
"EB8","EB","ISCO",11,2000-02-11,2000,2,11,16,"WINTER",68,27,3.8,91,1.2,93,1.4,,1.9,,120,,108,1.9,,3.16,2.4,,,5.5,,,30,
"EB8","EB","ISCO",1,2000-02-13,2000,2,13,16,"WINTER",71,29,4.1,92,4,94,1.4,,1.8,,550,,107,1.9,,3.24,2.3,,,5.49,,,27,
"EB8","EB","ISCO",4,2000-02-13,2000,2,13,16,"WINTER",81,33,4.6,98,18,97,1.4,,1.7,,120,,120,1.8,,3.8,1.7,,,5.42,,,27,
"EB8","EB","ISCO",11,2000-02-13,2000,2,13,16,"WINTER",68,27,3.8,91,1.2,93,1.4,,1.9,,120,,108,1.9,,3.16,2.4,,,5.5,,,30,
"WB3","WB","ISCO",10,2000-02-13,2000,2,13,16,"WINTER",103,40,6.6,106,44.1,158,1.4,,1.6,,370,,96,2.5,,15.5,-7.7,,,4.81,,,39,
"WB3","WB","ISCO",24,2000-02-13,2000,2,13,16,"WINTER",102,39,6.6,104,42.6,156,1.4,,1.6,,330,,94,2.7,,14.1,-6.1,,,4.85,,,38,
"EB8","EB","ISCO",2,2000-02-14,2000,2,14,16,"WINTER",63,26,4.3,82,5.9,82,1.4,,1.7,,138,,94,1.5,,3.55,2.8,,,5.45,,,25,
"WB3","WB","ISCO",13,2000-02-14,2000,2,14,16,"WINTER",90,35,7.9,84,39.2,132,1.4,,1.4,,299,,82,2,,12.9,-7,,,4.89,,,34,
"WB3","WB","ISCO",14,2000-02-14,2000,2,14,18,"WINTER",93,36,8.4,85,43.3,142,1.4,,1.5,,376,,88,1.8,,14.1,-8,,,4.85,,,36,
"WB3","WB","ISCO",15,2000-02-14,2000,2,14,20,"WINTER",98,38,7.9,86,47.3,151,1.4,,1.4,,470,,92,1.9,,15.8,-7.4,,,4.8,,,39,
"WB3","WB","ISCO",5,2000-02-14,2000,2,14,24,"WINTER",107,42,7.4,98,47.2,154,1.4,,1.3,,341,,98,2.5,,13.5,-5.6,,,4.87,,,39,
"WB3","WB","ISCO",21,2000-02-15,2000,2,15,8,"WINTER",103,39,8.2,94,52.1,162,1.4,,1.4,,552,,104,2.1,,17.8,-9.7,,,4.75,,,42,
"EB8","EB","REG",,2000-02-15,2000,2,15,13,"WINTER",66,26,4.1,86,3.5,86,1.4,0.14,1.6,0.7,133,74,102,1.7,2.6,3.24,2.8,5.23,5.36,5.49,5.1,,26,
"WB3","WB","REG",,2000-02-15,2000,2,15,14,"WINTER",105,39,7.4,91,53.1,164,1.4,0.8,1.7,0.7,561,219,101,2.1,2.3,17.8,-8.9,1.51,4.79,4.75,4.45,,43,
"WB3","WB","REP",,2000-02-15,2000,2,15,14,"WINTER",103,39,7.4,90,52.9,164,1.4,0.8,1.6,0.7,553,219,100,2.1,2,18.2,-9.2,,,4.74,4.45,4.83,44,
"EB8","EB","ISCO",4,2000-02-18,2000,2,18,16,"WINTER",65,26,4.1,87,1.4,87,1.4,,1.8,,110,,98,1.7,,6.03,1.3,,,5.22,,,26,
"WB3","WB","ISCO",10,2000-02-18,2000,2,18,16,"WINTER",104,39,7.9,95,49.4,162,1.4,,1.4,,470,,98,2.3,,17.8,-11.3,,,4.75,,,42,
"EB8","EB","ISCO",6,2000-02-20,2000,2,20,16,"WINTER",66,26,4.1,89,1.1,90,1.4,,1.8,,100,,100,1.8,,5.13,1.2,,,5.29,,,26,
"WB3","WB","ISCO",16,2000-02-20,2000,2,20,16,"WINTER",104,39,8.9,105,48.5,162,1.4,,1.3,,450,,100,2.4,,17.4,-9.1,,,4.76,,,41,
"WB3","WB","REG",,2000-02-22,2000,2,22,11,"WINTER",107,41,8.4,105,49.4,164,1.4,0.76,1.3,0.8,460,180,98,2.5,1.6,16.2,-8.5,1.92,4.84,4.79,4.5,,41,
"EB8","EB","REG",,2000-02-22,2000,2,22,12,"WINTER",68,27,4.3,92,1.2,92,1.4,0.1,1.7,0.8,110,68,100,1.8,1.7,5.25,1.5,5.61,5.33,5.28,5.09,,26,
"EB8","EB","REP",,2000-02-22,2000,2,22,12,"WINTER",67,26,4.3,91,1.2,91,1.4,0.1,1.6,0.8,110,,101,1.8,1.3,5.01,4,,,5.3,5.09,5.39,27,
"WB3","WB","ISCO",22,2000-02-23,2000,2,23,12,"WINTER",86,38,13,91,71,210,15,,2.2,,1100,,100,1.7,,32.4,-19.3,,,4.49,,,52,
"EB8","EB","ISCO",1,2000-02-23,2000,2,23,16,"WINTER",66,26,3.8,89,1.2,91,1.4,,2.2,,110,,99,1.7,,3.39,1.5,,,5.47,,,22,
"WB3","WB","ISCO",3,2000-02-23,2000,2,23,18,"WINTER",100,39,7.2,90,48,160,1.4,,1.5,,420,,93,2.2,,16.6,-7.7,,,4.78,,,39,
"WB3","WB","ISCO",7,2000-02-23,2000,2,23,18,"WINTER",101,39,7.7,91,50,160,1.4,,1.6,,440,,94,2.2,,16.6,-8.3,,,4.78,,,39,
"WB3","WB","ISCO",15,2000-02-23,2000,2,23,20,"WINTER",105,40,7.9,99,59,160,1.4,,1.4,,460,,96,2.3,,17.4,-10.1,,,4.76,,,41,
"WB3","WB","ISCO",20,2000-02-23,2000,2,23,24,"WINTER",91,38,12,101,70,210,19.9,,1.9,,1000,,100,1.8,,28.8,-16.3,,,4.54,,,52,
"WB3","WB","ISCO",24,2000-02-23,2000,2,23,24,"WINTER",91,39,12,99,74,200,8.31,,2.1,,1100,,100,1.8,,29.5,-16.8,,,4.53,,,51,
"EB8","EB","ISCO",2,2000-02-24,2000,2,24,16,"WINTER",66,26,4.1,87,1.9,90,1.4,,2.5,,110,,97,1.8,,3.16,1.4,,,5.5,,,25,
"EB8","EB","ISCO",4,2000-02-26,2000,2,26,16,"WINTER",64,25,3.8,84,2,89,1.4,,3.5,,110,,96,1.7,,3.24,3.2,,,5.49,,,25,
"EB8","EB","ISCO",16,2000-02-28,2000,2,28,16,"WINTER",51,23,5.6,76,9,78,1.4,,2.9,,240,,86,1.3,,10.2,-4.6,,,4.99,,,24,
"EB8","EB","ISCO",8,2000-02-28,2000,2,28,24,"WINTER",60,25,4.3,85,8.5,82,1.4,,2.2,,190,,100,1.4,,7.24,-3,,,5.14,,,26,
"WB3","WB","DUP",,2000-02-29,2000,2,29,13,"WINTER",,,,,76,200,5.54,1.21,4,0.5,1230,496,110,1.8,1.9,28.8,-17.3,1.1,4.8,4.54,4.25,,52,
"WB3","WB","REG",,2000-02-29,2000,2,29,13,"WINTER",92,39,10.5,97,76,200,1.4,1.22,3.7,0.5,1030,394,100,1.9,2.4,31.6,-19,1.1,4.8,4.5,4.2,,52,
"EB8","EB","REG",,2000-02-29,2000,2,29,14,"WINTER",54,23,5.1,80,5.2,82,1.4,0.16,4.9,0.5,200,100,91,1.4,2.4,9.77,-2.7,3.02,5.26,5.01,4.76,,25,
"EB8","EB","REP",,2000-02-29,2000,2,29,14,"WINTER",54,23,5.1,80,5.2,82,1.4,0.15,4.7,0.5,200,100,90,1.4,1.3,9.55,-2.5,,,5.02,4.77,5.29,25,
"EB8","EB","ISCO",21,2000-02-29,2000,2,29,24,"WINTER",51,23,5.6,77,7.4,80,1.4,,2.5,,230,,88,1.3,,11,-3.4,,,4.96,,,24,
"EB8","EB","ISCO",2,2000-03-01,2000,3,1,16,"SPRING",53,21,5.1,81,3,82,1.4,,2.1,,190,,88,1.5,,9.55,-2.5,,,5.02,,,23.7,
"WB3","WB","ISCO",3,2000-03-01,2000,3,1,18,"SPRING",96,37,9.7,95,77,190,1.4,,1.8,,1000,,97,1.9,,28.2,-14.9,,,4.55,,,48.3,
"EB8","EB","ISCO",4,2000-03-03,2000,3,3,16,"SPRING",57,22,4.3,83,1.6,84,1.4,,1.9,,170,,88,1.6,,6.61,-2.2,,,5.18,,,23.7,
"WB3","WB","ISCO",11,2000-03-03,2000,3,3,18,"SPRING",99,38,8.7,97,74,180,1.4,,1.6,,900,,95,1.9,,25.7,-14.3,,,4.59,,,45.9,
"EB8","EB","ISCO",6,2000-03-05,2000,3,5,16,"SPRING",57,23,4.3,83,1.1,86,1.4,,2,,160,,89,1.7,,6.17,-1.8,,,5.21,,,23.8,
"WB3","WB","ISCO",19,2000-03-05,2000,3,5,18,"SPRING",100,38,8.7,97,71,180,1.4,,1.5,,800,,94,2.2,,23.4,-12.3,,,4.63,,,44.5,
"EB8","EB","REG",,2000-03-07,2000,3,7,11,"SPRING",58,23,4.9,80,1.1,86,1.4,0.11,1.6,0.6,150,78,88,1.7,1.6,5.62,1.2,6.1,5.51,5.25,5.04,,24,
"WB3","WB","REG",,2000-03-07,2000,3,7,11,"SPRING",103,39,8.4,93,67,170,1.4,1.03,1.5,0.5,720,310,90,2.3,1.6,18.2,-10.5,1.2,4.84,4.74,4.39,,44,
"WB3","WB","REP",,2000-03-07,2000,3,7,11,"SPRING",103,39,8.4,94,67,170,1.4,1.03,1.4,0.5,720,300,90,2.3,5.6,22.4,-10.7,,,4.65,4.39,4.89,44,
"EB8","EB","ISCO",3,2000-03-09,2000,3,9,16,"SPRING",55,21,4.1,86,1.2,84,1.4,,1.9,,160,,85,1.6,,4.9,-0.6,,,5.31,,,22.7,
"WB3","WB","ISCO",3,2000-03-09,2000,3,9,16,"SPRING",99,39,9.7,87,61,170,1.4,,2,,570,,89,2.2,,20.4,-9.9,,,4.69,,,41.2,
"EB8","EB","ISCO",5,2000-03-11,2000,3,11,16,"SPRING",53,21,4.3,84,1.2,84,1.4,,1.9,,180,,84,1.6,,5.5,-0.8,,,5.26,,,22.4,
"WB3","WB","ISCO",5,2000-03-11,2000,3,11,16,"SPRING",95,38,8.2,84,68,180,1.4,,2.3,,720,,93,2.2,,22.9,-10.8,,,4.64,,,44.1,
"EB8","EB","ISCO",6,2000-03-12,2000,3,12,16,"SPRING",47,19,4.9,77,1.9,77,1.4,,2.1,,190,,74,1.4,,5.37,-1.5,,,5.27,,,21.3,
"WB3","WB","ISCO",6,2000-03-12,2000,3,12,16,"SPRING",86,34,8.9,77,60,160,1.4,,1.7,,670,,83,1.9,,24,-13.2,,,4.62,,,41.3,
"EB8","EB","ISCO",7,2000-03-12,2000,3,12,18,"SPRING",48,19,4.6,80,1.9,80,1.4,,2.2,,200,,76,1.4,,6.17,-2.5,,,5.21,,,21.1,
"EB8","EB","ISCO",8,2000-03-12,2000,3,12,20,"SPRING",48,20,4.1,80,1.9,81,1.4,,2.1,,210,,76,1.5,,6.46,-2.5,,,5.19,,,22.1,
"WB3","WB","ISCO",7,2000-03-13,2000,3,13,16,"SPRING",89,35,8.4,83,70,180,1.4,,1.8,,830,,91,2,,26.3,-14.4,,,4.58,,,45.1,
"EB8","EB","ISCO",10,2000-03-14,2000,3,14,16,"SPRING",62,23,4.9,87,1.2,84,1.4,,2.1,,153,,81,1.5,,5.75,-2.3,,,5.24,,,21.9,
"WB3","WB","ISCO",8,2000-03-14,2000,3,14,16,"SPRING",92,36,8.4,84,68,180,1.4,,1.7,,780,,90,2.1,,24.5,-5.9,,,4.61,,,44.3,
"WB3","WB","REG",,2000-03-15,2000,3,15,11,"SPRING",94,35,8.7,97,68,180,1.4,1.02,1.5,0.5,870,290,90,2.2,7.9,22.4,-12.7,1.1,4.8,4.65,4.4,,45,
"EB8","EB","DUP",,2000-03-15,2000,3,15,12,"SPRING",53,21,4.9,87,1.2,85,1.4,0.09,1.8,0.5,180,86,83,1.6,2.3,5.37,-2.5,3.65,5.35,5.27,4.99,,23,
"EB8","EB","REG",,2000-03-15,2000,3,15,12,"SPRING",51,21,4.3,84,1.1,85,1.4,0.11,1.9,0.7,190,86,82,1.6,1.9,6.31,-1.5,4.91,5.33,5.2,4.98,,23,
"EB8","EB","REP",,2000-03-15,2000,3,15,12,"SPRING",51,21,4.3,83,1.1,85,1.4,0.1,1.9,0.6,190,86,82,1.6,1.9,6.03,-2.1,,,5.22,5,5.33,23,
"EB8","EB","REG",,2000-03-22,2000,3,22,11,"SPRING",52,21,4.1,84,0.9,86,2.77,0.08,2.2,0.5,136,84,79,1.2,3.5,4.9,-0.2,3.89,5.38,5.31,5.02,,22.7,
"WB3","WB","REG",,2000-03-22,2000,3,22,11,"SPRING",94,37,7.9,93,60,170,1.4,0.92,1.8,0.5,580,204,85,0.9,3.5,18.6,-10.4,1.15,4.82,4.73,4.46,,41.3,
"WB3","WB","REP",,2000-03-22,2000,3,22,11,"SPRING",93,37,7.9,92,60,170,1.4,0.9,1.8,0.5,582,205,85,0.9,3.6,18.6,-8.6,,,4.73,4.47,4.83,41.3,
"EB8","EB","ISCO",3,2000-03-24,2000,3,24,16,"SPRING",49,21,4.6,83,1,86,1.4,,2.2,,168,,73,1.6,,5.13,0.4,,,5.29,,,0.5,
"WB3","WB","ISCO",3,2000-03-24,2000,3,24,16,"SPRING",87,35,9.2,90,61.5,179,1.4,,1.7,,732,,85,2.1,,18.2,-16.4,,,4.74,,,22,
"EB8","EB","ISCO",5,2000-03-26,2000,3,26,16,"SPRING",46,20,5.6,77,0.9,84,1.4,,2.3,,192,,68,1.5,,5.89,-1,,,5.23,,,20,
"WB3","WB","ISCO",5,2000-03-26,2000,3,26,16,"SPRING",87,35,9.2,90,63.8,185,1.4,,1.7,,851,,81,2,,19.5,-10.6,,,4.71,,,21,
"EB8","EB","ISCO",1,2000-03-28,2000,3,28,12,"SPRING",44,20,4.9,74,2.7,84,1.4,,2.7,,204,,67,1.4,,6.61,-4,,,5.18,,,21,
"EB8","EB","REG",,2000-03-28,2000,3,28,12,"SPRING",46,20,5.6,76,2.8,80,1.4,0.2,2.6,0.5,200,118,66,1.4,8.1,6.76,1.4,2.49,5.17,5.17,4.89,,42,
"EB8","EB","REP",,2000-03-28,2000,3,28,12,"SPRING",46,20,5.6,77,2.8,80,1.4,0.2,2.5,0.4,201,120,66,1.4,7.3,6.46,-2,,,5.19,4.89,5.26,42,
"WB3","WB","ISCO",1,2000-03-28,2000,3,28,12,"SPRING",82,33,9.7,81,60,180,1.4,,1.9,,813,,76,1.8,,20.9,-14.6,,,4.68,,,42,
"WB3","WB","DUP",,2000-03-28,2000,3,28,12,"SPRING",90,34,9.7,83,59.6,179,1.4,0.9,2.1,0.5,816,297,73,1.8,0,20.4,-12.2,0.92,4.72,4.69,4.36,,42.5,
"WB3","WB","REG",,2000-03-28,2000,3,28,12,"SPRING",83,34,10,83,59.6,178,1.4,0.9,2,0.4,816,302,73,1.8,0,20.9,-11,0.69,4.69,4.68,4.39,,42.2,
"EB8","EB","ISCO",2,2000-03-28,2000,3,28,14,"SPRING",43,20,9.2,70,4.3,77,1.4,,3.7,,247,,67,1.2,,7.76,-4.7,,,5.11,,,21,
"WB3","WB","ISCO",2,2000-03-28,2000,3,28,14,"SPRING",77,31,15.3,73,52,170,3.88,,2.4,,720,,69,1.5,,22.4,-19.9,,,4.65,,,40,
"EB8","EB","ISCO",3,2000-03-28,2000,3,28,16,"SPRING",39,19,14.1,64,5.6,72,1.4,,4.6,,274,,60,1.1,,9.12,-7,,,5.04,,,21,
"WB3","WB","ISCO",3,2000-03-28,2000,3,28,16,"SPRING",75,30,23.8,63,47,170,11.1,,3.3,,577,,61,1.3,,20.9,0,,,4.68,,,39,
"WB3","WB","ISCO",5,2000-03-28,2000,3,28,20,"SPRING",80,32,20.2,67,50,180,7.2,,2.9,,659,,63,1.5,,22.9,-20,,,4.64,,,41,
"EB8","EB","ISCO",6,2000-03-28,2000,3,28,22,"SPRING",38,19,9.5,65,4.2,80,1.4,,3.3,,259,,60,1.2,,9.12,-6.4,,,5.04,,,21,
"EB8","EB","ISCO",10,2000-03-29,2000,3,29,6,"SPRING",40,19,7.7,68,2.9,83,1.4,,2.9,,230,,62,1.3,,7.94,-4.7,,,5.1,,,21,
"WB3","WB","ISCO",10,2000-03-29,2000,3,29,6,"SPRING",89,35,17.4,84,60,180,8.86,,2.3,,652,,81,1.6,,18.6,0,,,4.73,,,45,
"EB8","EB","ISCO",15,2000-03-29,2000,3,29,16,"SPRING",41,19,7.2,71,2.5,85,1.4,,2.6,,216,,65,1.4,,7.59,-5,,,5.12,,,21,
"WB3","WB","ISCO",15,2000-03-29,2000,3,29,16,"SPRING",87,35,13.3,74,60,180,1.4,,2.1,,734,,69,1.7,,21.4,-14.9,,,4.67,,,42,
"WB3","WB","ISCO",16,2000-03-29,2000,3,29,18,"SPRING",87,35,13,74,60,180,1.4,,2,,745,,68,1.7,,20.4,-14.1,,,4.69,,,42,
